Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Team
James Garner,ENG,"MF,DF",23,21,17,1594,17.7,0,1,1,0,0,0,5,0,Everton
Jake O'Brien,IRL,DF,23,20,17,1571,17.5,2,0,2,2,0,0,5,0,Everton
Beto,GNB,FW,26,30,15,1534,17.0,8,0,8,8,0,0,2,0,Everton
Dwight McNeil,ENG,"MF,FW",24,21,15,1371,15.2,4,6,10,4,0,0,1,0,Everton
Jesper Lindstrøm,DEN,FW,24,25,15,1239,13.8,0,1,1,0,0,0,2,0,Everton
Orel Mangala,BEL,MF,26,19,14,1261,14.0,1,0,1,1,0,0,2,0,Everton
Michael Keane,ENG,DF,31,14,11,1049,11.7,3,0,3,3,0,0,5,0,Everton
Carlos Alcaraz,ARG,"FW,MF",21,15,7,764,8.5,2,3,5,2,0,0,4,0,Everton
Tim Iroegbunam,ENG,MF,21,18,5,574,6.4,0,1,1,0,0,0,4,0,Everton
Armando Broja,ALB,FW,22,10,4,334,3.7,0,0,0,0,0,0,1,0,Everton
Nathan Patterson,SCO,DF,22,10,3,347,3.9,0,1,1,0,0,0,1,0,Everton
Séamus Coleman,IRL,DF,35,5,3,215,2.4,0,0,0,0,0,0,1,0,Everton
Roman Dixon,ENG,DF,19,1,1,90,1.0,0,0,0,0,0,0,0,0,Everton
Harrison Armstrong,ENG,MF,17,3,0,48,0.5,0,0,0,0,0,0,1,0,Everton
Youssef Chermiti,POR,"FW,MF",20,4,0,45,0.5,0,0,0,0,0,0,1,0,Everton
Mason Holgate,JAM,"FW,DF",27,1,0,6,0.1,0,0,0,0,0,0,0,0,Everton
Callum Bates,ENG,MF,18,0,0,0,0.0,0,0,0,0,0,0,0,0,Everton
Asmir Begović,BIH,GK,37,0,0,0,0.0,0,0,0,0,0,0,0,0,Everton
Coby Ebere,GER,MF,18,0,0,0,0.0,0,0,0,0,0,0,0,0,Everton
Isaac Heath,ENG,MF,19,0,0,0,0.0,0,0,0,0,0,0,0,0,Everton
Neal Maupay,FRA,"FW,MF",27,0,0,0,0.0,0,0,0,0,0,0,0,0,Everton
Jenson Metcalfe,ENG,MF,19,0,0,0,0.0,0,0,0,0,0,0,0,0,Everton
Martin Sherif,NED,FW,18,0,0,0,0.0,0,0,0,0,0,0,0,0,Everton
João Virgínia,POR,GK,24,0,0,0,0.0,0,0,0,0,0,0,0,0,Everton
Reece Welch,ENG,DF,20,0,0,0,0.0,0,0,0,0,0,0,0,0,Everton
Bernd Leno,GER,GK,32,38,38,3420,38.0,0,1,1,0,0,0,5,0,Fulham
Antonee Robinson,USA,DF,26,36,35,3167,35.2,0,10,10,0,0,0,8,0,Fulham
Alex Iwobi,NGA,"FW,MF",28,38,35,2981,33.1,9,6,15,9,0,0,1,0,Fulham
Calvin Bassey,NGA,DF,24,35,34,3074,34.2,1,0,1,1,0,0,7,0,Fulham
Raúl Jiménez,MEX,FW,33,38,30,2494,27.7,12,3,15,9,3,3,4,0,Fulham
Joachim Andersen,DEN,DF,28,29,29,2583,28.7,0,0,0,0,0,0,6,1,Fulham
Saša Lukić,SRB,MF,27,30,28,2344,26.0,0,2,2,0,0,0,12,0,Fulham
Sander Berge,NOR,MF,26,31,26,2224,24.7,0,0,0,0,0,0,6,0,Fulham
Emile Smith Rowe,ENG,MF,24,34,25,2043,22.7,6,3,9,6,0,0,3,0,Fulham
Andreas Pereira,BRA,MF,28,33,25,2013,22.4,2,4,6,2,0,1,7,0,Fulham
Kenny Tete,NED,DF,28,22,21,1774,19.7,0,2,2,0,0,0,5,0,Fulham
Adama Traoré,ESP,"FW,MF",28,36,18,1772,19.7,2,7,9,2,0,0,3,0,Fulham
Timothy Castagne,BEL,DF,28,24,17,1649,18.3,0,1,1,0,0,0,1,0,Fulham
Issa Diop,FRA,DF,27,21,15,1339,14.9,0,0,0,0,0,0,2,0,Fulham
Harry Wilson,WAL,"FW,MF",27,25,12,1162,12.9,6,1,7,6,0,0,2,0,Fulham
Rodrigo Muniz,BRA,FW,23,31,8,964,10.7,8,1,9,8,0,0,1,0,Fulham
Ryan Sessegnon,ENG,"FW,DF",24,16,7,580,6.4,4,2,6,4,0,0,1,0,Fulham
Reiss Nelson,ENG,FW,24,11,5,487,5.4,1,1,2,1,0,0,1,0,Fulham
Jorge Cuenca,ESP,DF,24,8,4,351,3.9,0,0,0,0,0,0,0,0,Fulham
Tom Cairney,SCO,MF,33,25,3,628,7.0,2,0,2,2,0,0,3,1,Fulham
Willian,BRA,"FW,MF",35,10,2,257,2.9,0,0,0,0,0,0,0,0,Fulham
Joshua King,ENG,MF,17,8,1,130,1.4,0,0,0,0,0,0,0,0,Fulham
Harrison Reed,ENG,MF,29,12,0,108,1.2,0,0,0,0,0,0,2,0,Fulham
Martial Godo,ENG,"FW,DF",21,2,0,24,0.3,0,0,0,0,0,0,0,0,Fulham
Carlos Vinícius,BRA,"MF,FW",29,3,0,16,0.2,0,0,0,0,0,0,0,0,Fulham
Jay Stansfield,ENG,MF,21,1,0,1,0.0,0,0,0,0,0,0,0,0,Fulham
Samuel Amissah,ENG,DF,17,0,0,0,0.0,0,0,0,0,0,0,0,0,Fulham
Steven Benda,GER,GK,25,0,0,0,0.0,0,0,0,0,0,0,0,0,Fulham
Dara O'Shea,IRL,DF,25,35,35,3122,34.7,0,2,2,0,0,0,6,0,Ipswich Town
Leif Davis,ENG,DF,24,33,32,2743,30.5,1,2,3,1,0,0,5,1,Ipswich Town
Liam Delap,ENG,FW,21,37,32,2593,28.8,12,2,14,10,2,2,12,0,Ipswich Town
Sam Morsy,EGY,MF,32,33,31,2751,30.6,1,1,2,1,0,0,10,0,Ipswich Town
Omari Hutchinson,ENG,"MF,FW",20,31,30,2583,28.7,3,2,5,3,0,0,5,0,Ipswich Town
Jacob Greaves,ENG,DF,23,25,25,2205,24.5,1,0,1,1,0,0,5,0,Ipswich Town
Jens Cajuste,SWE,MF,24,30,25,1959,21.8,1,1,2,1,0,0,2,0,Ipswich Town
Axel Tuanzebe,COD,DF,26,22,20,1710,19.0,0,1,1,0,0,0,5,1,Ipswich Town
Arijanet Muric,KVX,GK,25,18,18,1620,18.0,0,0,0,0,0,0,1,0,Ipswich Town
Cameron Burgess,AUS,DF,28,18,16,1541,17.1,0,2,2,0,0,0,0,0,Ipswich Town
Ben Johnson,ENG,"DF,FW",24,23,14,1354,15.0,1,2,3,1,0,0,5,1,Ipswich Town
Kalvin Phillips,ENG,MF,28,19,14,1237,13.7,0,0,0,0,0,0,6,1,Ipswich Town
Alex Palmer,ENG,GK,27,13,13,1170,13.0,0,0,0,0,0,0,2,0,Ipswich Town
Sammie Szmodics,IRL,"FW,MF",28,20,13,992,11.0,4,0,4,4,0,0,2,0,Ipswich Town
Luke Woolfenden,ENG,DF,25,15,12,1187,13.2,0,0,0,0,0,0,2,0,Ipswich Town
Jack Clarke,ENG,"FW,MF",23,32,12,1181,13.1,0,4,4,0,0,0,2,0,Ipswich Town
Wes Burns,WAL,"FW,DF",29,18,12,926,10.3,0,1,1,0,0,0,1,0,Ipswich Town
Julio Enciso,PAR,"MF,FW",20,13,12,869,9.7,2,3,5,2,0,0,3,0,Ipswich Town
Conor Chaplin,ENG,"MF,FW",27,22,10,857,9.5,1,1,2,1,0,0,2,0,Ipswich Town
Nathan Broadhead,WAL,"MF,FW",26,18,7,702,7.8,2,0,2,2,0,0,1,0,Ipswich Town
Christian Walton,ENG,GK,28,7,7,630,7.0,0,0,0,0,0,0,0,0,Ipswich Town
George Hirst,SCO,FW,25,26,5,661,7.3,3,1,4,3,0,0,3,0,Ipswich Town
Jaden Philogene Bidace,ENG,"FW,DF",22,10,5,474,5.3,2,0,2,2,0,0,1,0,Ipswich Town
Jack Taylor,IRL,MF,26,32,4,860,9.6,1,0,1,1,0,0,4,0,Ipswich Town
Harry Clarke,ENG,DF,23,7,4,379,4.2,0,0,0,0,0,0,3,1,Ipswich Town
Conor Townsend,ENG,DF,31,6,3,335,3.7,0,1,1,0,0,0,1,0,Ipswich Town
Chiedozie Ogbene,IRL,FW,27,5,3,238,2.6,0,0,0,0,0,0,0,0,Ipswich Town
Massimo Luongo,AUS,MF,31,11,2,201,2.2,0,0,0,0,0,0,0,0,Ipswich Town
Ben Godfrey,ENG,DF,26,3,2,159,1.8,0,0,0,0,0,0,1,0,Ipswich Town
Ali Al Hamadi,IRQ,FW,22,11,0,134,1.5,0,0,0,0,0,0,3,0,Ipswich Town
Marcus Harness,ENG,MF,28,2,0,45,0.5,0,0,0,0,0,0,0,0,Ipswich Town
George Edmundson,ENG,DF,26,1,0,2,0.0,0,0,0,0,0,0,0,0,Ipswich Town
Somto Boniface,ENG,DF,18,0,0,0,0.0,0,0,0,0,0,0,0,0,Ipswich Town
Cieran Slicker,SCO,GK,21,0,0,0,0.0,0,0,0,0,0,0,0,0,Ipswich Town
Tom Taylor,ENG,MF,24,0,0,0,0.0,0,0,0,0,0,0,0,0,Ipswich Town
Jamie Vardy,ENG,FW,37,35,35,2823,31.4,9,4,13,8,1,2,5,0,Leicester City
James Justin,ENG,DF,26,36,34,2912,32.4,2,2,4,2,0,0,6,0,Leicester City
Wout Faes,BEL,DF,26,34,30,2815,31.3,1,0,1,1,0,0,4,0,Leicester City
Victor Bernth Kristiansen,DEN,DF,21,30,29,2482,27.6,0,1,1,0,0,0,1,0,Leicester City
Wilfred Ndidi,NGA,MF,27,28,28,2324,25.8,0,5,5,0,0,0,8,0,Leicester City
Mads Hermansen,DEN,GK,24,27,27,2385,26.5,0,0,0,0,0,0,1,0,Leicester City
Bilal El Khannouss,MAR,"MF,FW",20,32,27,2182,24.2,2,3,5,2,0,0,4,0,Leicester City
Boubakary Soumaré,FRA,MF,25,31,25,2171,24.1,0,0,0,0,0,0,8,0,Leicester City
Conor Coady,ENG,DF,31,22,19,1714,19.0,1,0,1,1,0,0,3,0,Leicester City
Jordan Ayew,GHA,"FW,MF",32,30,19,1638,18.2,5,0,5,4,1,1,5,0,Leicester City
Harry Winks,ENG,MF,28,22,17,1538,17.1,0,2,2,0,0,0,4,0,Leicester City
Stephy Mavididi,ENG,FW,26,30,16,1615,17.9,4,1,5,4,0,0,2,0,Leicester City
Jannik Vestergaard,DEN,DF,31,18,16,1391,15.5,0,0,0,0,0,0,5,0,Leicester City
Facundo Buonanotte,ARG,"FW,MF",19,31,14,1523,16.9,5,2,7,5,0,0,8,0,Leicester City
Luke Thomas,ENG,DF,23,14,13,1110,12.3,0,0,0,0,0,0,3,0,Leicester City
Caleb Okoli,ITA,DF,23,19,12,1125,12.5,1,0,1,1,0,0,4,0,Leicester City
Oliver Skipp,ENG,MF,23,24,10,1129,12.5,0,0,0,0,0,0,8,0,Leicester City
Jakub Stolarczyk,POL,GK,23,10,10,900,10.0,0,0,0,0,0,0,1,0,Leicester City
Kasey McAteer,IRL,FW,22,18,9,852,9.5,1,1,2,1,0,0,3,0,Leicester City
Bobby De Cordova-Reid,JAM,FW,31,23,9,744,8.3,1,2,3,1,0,0,2,0,Leicester City
Patson Daka,ZAM,"FW,MF",25,23,6,736,8.2,1,0,1,1,0,0,0,0,Leicester City
Abdul Fatawu Issahaku,GHA,FW,20,11,6,579,6.4,0,2,2,0,0,0,0,0,Leicester City
Ricardo Pereira,POR,DF,30,10,4,388,4.3,0,0,0,0,0,0,1,0,Leicester City
Danny Ward,WAL,GK,31,2,1,135,1.5,0,0,0,0,0,0,0,0,Leicester City
Hamza Choudhury,BAN,"MF,DF",26,4,1,131,1.5,0,0,0,0,0,0,0,0,Leicester City
Woyo Coulibaly,MLI,DF,25,4,1,109,1.2,0,0,0,0,0,0,1,0,Leicester City
Jeremy Monga,ENG,"FW,MF",15,7,0,112,1.2,0,0,0,0,0,0,0,0,Leicester City
Odsonne Édouard,FRA,FW,26,4,0,29,0.3,0,0,0,0,0,0,0,0,Leicester City
Jake Evans,ENG,FW,24,4,0,24,0.3,0,0,0,0,0,0,0,0,Leicester City
Olabade Aluko,ENG,DF,24,1,0,2,0.0,0,0,0,0,0,0,0,0,Leicester City
Will Alves,ENG,FW,19,1,0,1,0.0,0,0,0,0,0,0,0,0,Leicester City
Michael Golding,ENG,MF,18,1,0,1,0.0,0,0,0,0,0,0,0,0,Leicester City
Sammy Braybrooke,ENG,MF,20,0,0,0,0.0,0,0,0,0,0,0,0,0,Leicester City
Thomas Cannon,IRL,FW,21,0,0,0,0.0,0,0,0,0,0,0,0,0,Leicester City
Henry Cartwright,ENG,MF,19,0,0,0,0.0,0,0,0,0,0,0,0,0,Leicester City
Daniel Iversen,DEN,GK,27,0,0,0,0.0,0,0,0,0,0,0,0,0,Leicester City
Benjamin Nelson,ENG,DF,20,0,0,0,0.0,0,0,0,0,0,0,0,0,Leicester City
Thomas Wilson-Brown,ENG,DF,19,0,0,0,0.0,0,0,0,0,0,0,0,0,Leicester City
Mohamed Salah,EGY,FW,32,38,38,3371,37.5,29,18,47,20,9,9,1,0,Liverpool
Virgil van Dijk,NED,DF,33,37,37,3330,37.0,3,1,4,3,0,0,5,0,Liverpool
Ryan Gravenberch,NED,MF,22,37,37,3160,35.1,0,4,4,0,0,0,6,1,Liverpool
Alexis Mac Allister,ARG,MF,25,35,30,2599,28.9,5,5,10,5,0,0,6,0,Liverpool
Ibrahima Konaté,FRA,DF,25,31,30,2560,28.4,1,2,3,1,0,0,5,0,Liverpool
Dominik Szoboszlai,HUN,MF,23,36,29,2491,27.7,6,6,12,6,0,0,6,0,Liverpool
Andrew Robertson,SCO,DF,30,33,29,2482,27.6,0,1,1,0,0,0,3,1,Liverpool
Alisson,BRA,GK,31,28,28,2508,27.9,0,0,0,0,0,0,0,0,Liverpool
Luis Díaz,COL,FW,27,36,28,2399,26.7,13,5,18,13,0,0,2,0,Liverpool
Trent Alexander-Arnold,ENG,DF,25,33,28,2365,26.3,3,6,9,3,0,0,5,0,Liverpool
Cody Gakpo,NED,FW,25,35,23,1935,21.5,10,4,14,10,0,0,5,0,Liverpool
Curtis Jones,ENG,"MF,DF",23,33,19,1712,19.0,3,3,6,3,0,0,3,1,Liverpool
Diogo Jota,POR,FW,27,26,14,1196,13.3,6,3,9,6,0,0,2,0,Liverpool
Caoimhín Kelleher,IRL,GK,25,10,10,900,10.0,0,0,0,0,0,0,0,0,Liverpool
Kostas Tsimikas,GRE,DF,28,18,9,837,9.3,0,1,1,0,0,0,2,0,Liverpool
Darwin Núñez,URU,FW,25,30,8,1133,12.6,5,2,7,5,0,0,8,0,Liverpool
Conor Bradley,NIR,DF,21,19,7,754,8.4,0,2,2,0,0,0,4,0,Liverpool
Joe Gomez,ENG,DF,27,9,6,519,5.8,0,0,0,0,0,0,1,0,Liverpool
Jarell Quansah,ENG,DF,21,13,4,495,5.5,0,0,0,0,0,0,2,0,Liverpool
Harvey Elliott,ENG,MF,21,18,2,371,4.1,1,2,3,1,0,0,1,0,Liverpool
Wataru Endo,JPN,"MF,DF",31,20,1,273,3.0,0,0,0,0,0,0,0,0,Liverpool
Federico Chiesa,ITA,FW,26,6,1,108,1.2,0,0,0,0,0,0,0,0,Liverpool
Vitezslav Jaros,CZE,GK,23,1,0,12,0.1,0,0,0,0,0,0,0,0,Liverpool
Jayden Danns,ENG,MF,18,1,0,11,0.1,0,0,0,0,0,0,0,0,Liverpool
Harvey Davies,ENG,GK,20,0,0,0,0.0,0,0,0,0,0,0,0,0,Liverpool
James McConnell,ENG,MF,19,0,0,0,0.0,0,0,0,0,0,0,0,0,Liverpool
Tyler Morton,ENG,MF,21,0,0,0,0.0,0,0,0,0,0,0,0,0,Liverpool
Amara Nallo,ENG,DF,17,0,0,0,0.0,0,0,0,0,0,0,0,0,Liverpool
Trey Nyoni,ENG,MF,17,0,0,0,0.0,0,0,0,0,0,0,0,0,Liverpool
Joško Gvardiol,CRO,DF,22,37,36,3277,36.4,5,0,5,5,0,0,2,0,Manchester City
Erling Haaland,NOR,FW,24,31,31,2736,30.4,22,3,25,19,3,4,2,0,Manchester City
Bernardo Silva,POR,"MF,FW",29,33,29,2670,29.7,4,4,8,4,0,0,7,0,Manchester City
Ederson,BRA,GK,30,26,26,2320,25.8,0,4,4,0,0,0,4,0,Manchester City
Rúben Dias,POR,DF,27,27,25,2271,25.2,0,0,0,0,0,0,4,0,Manchester City
İlkay Gündoğan,GER,MF,33,33,25,2223,24.7,1,6,7,1,0,0,1,0,Manchester City
Mateo Kovačić,CRO,MF,30,31,25,2198,24.4,6,2,8,6,0,0,5,1,Manchester City
Manuel Akanji,SUI,DF,29,26,23,2014,22.4,0,0,0,0,0,0,3,0,Manchester City
Rico Lewis,ENG,"DF,MF",19,28,21,1893,21.0,1,2,3,1,0,0,5,1,Manchester City
Sávio,BRA,"FW,MF",20,29,21,1766,19.6,1,8,9,1,0,0,3,0,Manchester City
Phil Foden,ENG,"MF,FW",24,28,20,1777,19.7,7,2,9,7,0,0,2,0,Manchester City
Kevin De Bruyne,BEL,"MF,FW",33,28,19,1702,18.9,4,7,11,4,0,0,2,0,Manchester City
Matheus Nunes,POR,"DF,MF",25,26,19,1674,18.6,1,6,7,1,0,0,4,0,Manchester City
Jeremy Doku,BEL,"FW,MF",22,29,16,1516,16.8,3,6,9,3,0,0,1,0,Manchester City
Omar Marmoush,EGY,"FW,MF",25,16,14,1175,13.1,7,0,7,7,0,0,0,0,Manchester City
Stefan Ortega,GER,GK,31,13,12,1100,12.2,0,0,0,0,0,0,1,0,Manchester City
Kyle Walker,ENG,DF,34,15,9,970,10.8,0,0,0,0,0,0,3,0,Manchester City
Nicolás González,ESP,MF,22,11,9,760,8.4,1,0,1,1,0,0,3,0,Manchester City
Nathan Aké,NED,DF,29,10,8,678,7.5,0,0,0,0,0,0,0,0,Manchester City
Jack Grealish,ENG,"FW,MF",28,20,7,721,8.0,1,1,2,1,0,0,3,0,Manchester City
John Stones,ENG,"DF,MF",30,11,6,548,6.1,2,0,2,2,0,0,1,0,Manchester City
Nico O’Reilly,ENG,DF,19,9,6,528,5.9,2,0,2,2,0,0,0,0,Manchester City
Abdukodir Khusanov,UZB,DF,20,6,6,503,5.6,0,0,0,0,0,0,1,0,Manchester City
James Mcatee,ENG,"MF,FW",21,15,3,349,3.9,3,0,3,3,0,0,1,0,Manchester City
Jahmai Simpson-Pusey,ENG,DF,18,2,1,96,1.1,0,0,0,0,0,0,1,0,Manchester City
Rodri,ESP,MF,28,3,1,73,0.8,0,0,0,0,0,0,0,0,Manchester City
Divin Mubama,ENG,FW,19,1,0,28,0.3,0,0,0,0,0,0,0,0,Manchester City
Oscar Bobb,NOR,FW,21,3,0,16,0.2,0,0,0,0,0,0,0,0,Manchester City
Claudio Echeverri,ARG,FW,18,1,0,6,0.1,0,0,0,0,0,0,0,0,Manchester City
Vitor Reis,BRA,DF,18,1,0,1,0.0,0,0,0,0,0,0,0,0,Manchester City
Max Alleyne,ENG,DF,19,0,0,0,0.0,0,0,0,0,0,0,0,0,Manchester City
Thorsten Brits,ENG,GK,17,0,0,0,0.0,0,0,0,0,0,0,0,0,Manchester City
Scott Carson,ENG,GK,38,0,0,0,0.0,0,0,0,0,0,0,0,0,Manchester City
Issa Kaboré,BFA,"DF,MF",23,0,0,0,0.0,0,0,0,0,0,0,0,0,Manchester City
Josh Wilson-Esbrand,ENG,DF,21,0,0,0,0.0,0,0,0,0,0,0,0,0,Manchester City
Jacob Wright,ENG,MF,18,0,0,0,0.0,0,0,0,0,0,0,0,0,Manchester City
Bruno Fernandes,POR,MF,29,36,35,3018,33.5,8,10,18,5,3,3,5,2,Manchester Utd
André Onana,CMR,GK,28,34,34,3060,34.0,0,0,0,0,0,0,0,0,Manchester Utd
Noussair Mazraoui,MAR,DF,26,37,34,2838,31.5,0,1,1,0,0,0,3,0,Manchester Utd
Diogo Dalot,POR,DF,25,33,31,2814,31.3,0,3,3,0,0,0,5,0,Manchester Utd
Matthijs de Ligt,NED,DF,24,29,25,2123,23.6,2,0,2,2,0,0,3,0,Manchester Utd
Alejandro Garnacho,ARG,"MF,FW",20,36,23,2199,24.4,6,2,8,6,0,0,3,0,Manchester Utd
Rasmus Højlund,DEN,FW,21,32,23,2004,22.3,4,0,4,4,0,0,2,0,Manchester Utd
Manuel Ugarte,URU,MF,23,29,22,1785,19.8,1,2,3,1,0,0,11,0,Manchester Utd
Amad Diallo,CIV,"MF,FW",22,26,20,1901,21.1,8,6,14,8,0,0,5,0,Manchester Utd
Lisandro Martínez,ARG,DF,26,20,20,1751,19.5,2,1,3,2,0,0,7,0,Manchester Utd
Harry Maguire,ENG,DF,31,27,19,1758,19.5,1,0,1,1,0,0,7,0,Manchester Utd
Kobbie Mainoo,ENG,MF,19,25,19,1651,18.3,0,0,0,0,0,0,5,0,Manchester Utd
Casemiro,BRA,MF,32,24,18,1494,16.6,1,0,1,1,0,0,5,0,Manchester Utd
Joshua Zirkzee,NED,"FW,MF",23,32,14,1402,15.6,3,1,4,3,0,0,2,0,Manchester Utd
Leny Yoro,FRA,DF,18,21,12,1165,12.9,0,0,0,0,0,0,5,0,Manchester Utd
Marcus Rashford,ENG,"FW,MF",26,15,12,978,10.9,4,1,5,4,0,0,2,0,Manchester Utd
Christian Eriksen,DEN,MF,32,23,11,1061,11.8,1,2,3,0,1,1,4,0,Manchester Utd
Patrick Dorgu,DEN,DF,19,12,10,842,9.4,0,0,0,0,0,0,3,1,Manchester Utd
Mason Mount,ENG,MF,25,17,8,622,6.9,1,0,1,1,0,0,3,0,Manchester Utd
Victor Lindelöf,SWE,DF,30,16,6,704,7.8,0,0,0,0,0,0,1,0,Manchester Utd
Altay Bayındır,TUR,GK,26,4,4,360,4.0,0,0,0,0,0,0,0,0,Manchester Utd
Luke Shaw,ENG,DF,29,7,4,349,3.9,0,0,0,0,0,0,1,0,Manchester Utd
Harry Amass,ENG,DF,17,5,4,346,3.8,0,0,0,0,0,0,0,0,Manchester Utd
Jonny Evans,NIR,DF,36,7,3,315,3.5,0,0,0,0,0,0,1,0,Manchester Utd
Ayden Heaven,ENG,DF,17,4,2,170,1.9,0,0,0,0,0,0,1,0,Manchester Utd
Tyler Fredricson,ENG,DF,19,2,2,165,1.8,0,0,0,0,0,0,0,0,Manchester Utd
Tyrell Malacia,NED,DF,24,3,2,100,1.1,0,0,0,0,0,0,1,0,Manchester Utd
Chidozie Obi-Martin,DEN,FW,16,7,1,165,1.8,0,0,0,0,0,0,1,0,Manchester Utd
Toby Collyer,ENG,MF,20,6,0,179,2.0,0,0,0,0,0,0,0,0,Manchester Utd
Antony,BRA,"DF,MF",24,8,0,141,1.6,0,0,0,0,0,0,0,0,Manchester Utd
Scott McTominay,SCO,MF,27,2,0,19,0.2,0,0,0,0,0,0,0,0,Manchester Utd
Jayce Fitzgerald,ENG,MF,17,0,0,0,0.0,0,0,0,0,0,0,0,0,Manchester Utd
Jack Fletcher,ENG,MF,17,0,0,0,0.0,0,0,0,0,0,0,0,0,Manchester Utd
Hubert Graczyk,POL,GK,21,0,0,0,0.0,0,0,0,0,0,0,0,0,Manchester Utd
Elyh Harrison,ENG,GK,18,0,0,0,0.0,0,0,0,0,0,0,0,0,Manchester Utd
Tom Heaton,ENG,GK,38,0,0,0,0.0,0,0,0,0,0,0,0,0,Manchester Utd
Sekou Koné,MLI,MF,18,0,0,0,0.0,0,0,0,0,0,0,0,0,Manchester Utd
Godwill Kukonki,ENG,DF,16,0,0,0,0.0,0,0,0,0,0,0,0,0,Manchester Utd
Dermot Mee,NIR,GK,21,0,0,0,0.0,0,0,0,0,0,0,0,0,Manchester Utd
Jack Moorhouse,ENG,MF,18,0,0,0,0.0,0,0,0,0,0,0,0,0,Manchester Utd
Ethan Wheatley,ENG,FW,18,0,0,0,0.0,0,0,0,0,0,0,0,0,Manchester Utd
Bruno Guimarães,BRA,MF,26,38,38,3271,36.3,5,6,11,5,0,0,7,0,Newcastle Utd
Dan Burn,ENG,DF,32,37,37,3330,37.0,1,1,2,1,0,0,11,0,Newcastle Utd
Alexander Isak,SWE,FW,24,34,34,2756,30.6,23,6,29,19,4,4,1,0,Newcastle Utd
Fabian Schär,SUI,DF,32,34,33,2934,32.6,4,0,4,4,0,0,9,1,Newcastle Utd
Valentino Livramento,ENG,DF,21,37,32,2840,31.6,0,1,1,0,0,0,1,0,Newcastle Utd
Jacob Murphy,ENG,FW,29,35,31,2360,26.2,8,12,20,8,0,0,4,0,Newcastle Utd
Joelinton,BRA,"MF,FW",27,29,29,2393,26.6,4,3,7,4,0,0,10,0,Newcastle Utd
Sandro Tonali,ITA,MF,24,36,28,2630,29.2,4,2,6,4,0,0,5,0,Newcastle Utd
Nick Pope,ENG,GK,32,28,28,2520,28.0,0,0,0,0,0,0,2,0,Newcastle Utd
Anthony Gordon,ENG,"FW,MF",23,34,28,2434,27.0,6,5,11,5,1,2,2,0,Newcastle Utd
Lewis Hall,ENG,DF,19,27,24,2189,24.3,0,4,4,0,0,0,3,0,Newcastle Utd
Harvey Barnes,ENG,FW,26,33,17,1755,19.5,9,4,13,9,0,0,0,0,Newcastle Utd
Kieran Trippier,ENG,DF,33,25,14,1309,14.5,0,3,3,0,0,0,1,0,Newcastle Utd
Joe Willock,ENG,"MF,FW",24,32,11,1086,12.1,0,2,2,0,0,0,4,0,Newcastle Utd
Martin Dúbravka,SVK,GK,35,10,10,900,10.0,0,0,0,0,0,0,0,0,Newcastle Utd
Sean Longstaff,ENG,MF,26,25,8,798,8.9,0,0,0,0,0,0,2,0,Newcastle Utd
Sven Botman,NED,DF,24,8,6,412,4.6,0,0,0,0,0,0,1,0,Newcastle Utd
Lloyd Kelly,ENG,DF,25,10,4,303,3.4,0,1,1,0,0,0,2,0,Newcastle Utd
Callum Wilson,ENG,FW,32,18,2,370,4.1,0,0,0,0,0,0,1,0,Newcastle Utd
Emil Krafth,SWE,DF,29,12,2,342,3.8,0,0,0,0,0,0,2,0,Newcastle Utd
Lewis Miley,ENG,MF,18,14,1,313,3.5,1,0,1,1,0,0,0,0,Newcastle Utd
Miguel Almirón,PAR,FW,30,9,1,157,1.7,0,0,0,0,0,0,0,0,Newcastle Utd
William Osula,DEN,FW,20,14,0,134,1.5,1,0,1,1,0,0,0,0,Newcastle Utd
Matt Targett,ENG,DF,28,2,0,21,0.2,0,0,0,0,0,0,0,0,Newcastle Utd
Jamaal Lascelles,ENG,DF,30,0,0,0,0.0,0,0,0,0,0,0,0,0,Newcastle Utd
Alex Murphy,IRL,DF,20,0,0,0,0.0,0,0,0,0,0,0,0,0,Newcastle Utd
Sean Neave,ENG,FW,17,0,0,0,0.0,0,0,0,0,0,0,0,0,Newcastle Utd
John Ruddy,ENG,GK,37,0,0,0,0.0,0,0,0,0,0,0,0,0,Newcastle Utd
Leo Shahar,ENG,DF,17,0,0,0,0.0,0,0,0,0,0,0,0,0,Newcastle Utd
Odysseas Vlachodimos,GRE,GK,30,0,0,0,0.0,0,0,0,0,0,0,0,0,Newcastle Utd
Matz Sels,BEL,GK,32,38,38,3420,38.0,0,0,0,0,0,0,4,0,Nott'ham Forest
Nikola Milenković,SRB,DF,26,37,37,3330,37.0,5,2,7,5,0,0,4,0,Nott'ham Forest
Murillo,BRA,DF,22,36,36,3188,35.4,2,0,2,2,0,0,6,0,Nott'ham Forest
Ola Aina,NGA,DF,27,35,35,2995,33.3,2,1,3,2,0,0,5,0,Nott'ham Forest
Chris Wood,NZL,FW,32,36,35,2959,32.9,20,3,23,17,3,3,1,0,Nott'ham Forest
Morgan Gibbs-White,ENG,MF,24,34,34,2803,31.1,7,8,15,7,0,0,11,1,Nott'ham Forest
Elliot Anderson,ENG,MF,21,37,33,2728,30.3,2,6,8,2,0,0,10,0,Nott'ham Forest
